id,total_men,total_women,total_pop,age_0_10,age_11_19,age_20_39,age_40_59,age_60_and_over,age1,age2,age3,age4,age5,illiteracy,illiteracy11_19,illiteracy20_39,illiteracy40_59,illiteracy_60,illiteracy_m,illiteracy_f,illiteracy_m_11_19,illiteracy_f_11_19,illiteracy_m_21_39,illiteracy_f_21_39,illiteracy_m_40_59,illiteracy_f_40_59,illiteracy_m_60,illiteracy_f_60,orthodox,protestant,rcatholic,muslim,otherrel,orthd,cthlc,evngl,muslm,othr_r,s_lang_srb_cro_svn,s_lang_othr_slavic,s_lang_hungarian,s_lang_german,s_lang_albanian,s_lang_other,t_employed_agriculture_perc,t_employed_agriculture_men_perc,t_employed_agriculture_women_perc,t_employed_industry_perc,t_employed_industry_men_perc,t_employed_industry_women_perc,t_employed_commerce_perc,t_employed_commerce_men_perc,t_employed_commerce_women_perc,t_employed_public_service_perc,t_employed_public_service_men_perc,t_employed_public_service_women_perc,t_employed_other_perc,t_employed_other_men_perc,t_employed_other_women_perc
54,19257,20798,40055,13986,4843,13043,6189,1994,34.9,12.1,32.6,15.5,5,59.4,38.32335329,57.52510925,71.49781871,85.80742227,31.7,83.6,18.2,57.8,29.8,84.5,40,95,64.1,97.7,99.6,0,0.3,0,0.03,39882,134,16,9,14,97.99,0.13,0.04,0.06,0.000,1.79,93.42987547,91.13438045,97.61412438,2.941342199,4.109947644,0.81119771,2.124302699,3.089005236,0.365834261,0.997351665,1.291448517,0.461269286,0.507127965,0.37521815,0.74757436
55,23521,21865,45386,15826,7121,13787,6365,2287,34.9,15.7,30.4,14,5,70.4,56.71956186,70.86385726,78.50746269,87.49453432,62,79.7,49.2,65.6,61,81.4,71,86.6,83.9,91.4,12.2,0,46.1,40.8,0.89,5557,20903,12,18512,402,98.59,0.54,0.13,0.34,0.077,0.31,77.64188117,75.35838553,83.98762328,10.52658513,11.95546277,6.555791916,3.3723965,4.077940153,1.411719203,4.406120465,4.864300626,3.132856314,4.053016734,3.743910926,4.912009283
56,13382,13588,26970,8539,4201,8379,4292,1559,31.7,15.6,31.1,15.9,5.8,42.9,26.30326113,39.92123165,54.5666356,71.84092367,16.8,68.2,7.7,46.5,12.8,67.1,24.6,81,48.4,89.5,98.5,0.1,1.2,0.2,0.06,26561,333,16,45,15,98.71,0.40,0.12,0.27,0.000,0.50,72.33167723,67.94982167,82.38780694,12.5578208,15.80371418,5.108664973,5.833476101,7.772721682,1.38300875,5.002569813,5.546673226,3.753880892,4.274456056,2.927069241,7.366638442
57,51865,48476,100341,36222,15398,30098,14018,4605,36.1,15.3,30,14,4.6,74.6,63.35238343,75.21429995,80.98159509,89.20738328,64.8,85.3,53.8,74,63.4,87.8,72.8,89.7,86.4,92.3,23.1,0.2,17,58.6,1.12,23195,17075,176,58776,1119,98.39,0.51,0.07,0.54,0.099,0.38,81.87158536,79.47260073,88.69274366,9.500556012,11.79296147,2.98243984,2.303824397,2.836323236,0.789742637,3.701107189,4.192399438,2.304190282,2.622927042,1.705715126,5.230883583
58,16975,17467,34442,11151,5238,10875,5291,1887,32.4,15.2,31.6,15.4,5.5,52.3,37.51431844,49.6183908,63.22056322,78.37837838,23.8,79,8.8,66.2,20.6,78.5,34.3,86.4,60.6,93.8,98.3,0,1.2,0.4,0.06,33872,410,4,134,22,99.28,0.35,0.06,0.14,0.041,0.13,76.53406551,71.56186218,86.05733433,8.549901028,11.41996307,3.052866716,4.188749122,5.91894256,0.874906925,4.878360258,6.064729323,2.606105733,5.848924079,5.034502867,7.408786299
59,20479,20448,40927,12506,5790,13538,6700,2393,30.6,14.1,33.1,16.4,5.8,50.5,28.58376511,47.96129414,64.7761194,77.72670288,27.6,73.2,10.3,47.5,24.8,74.2,39,85.2,62.7,89.9,97.3,0.1,1.8,0.7,0.13,39809,744,42,278,54,97.91,0.41,0.14,0.21,0.237,1.09,73.3735784,68.16520184,85.12991573,8.289764459,10.63234036,3.002106742,4.031692988,5.203391149,1.386938202,9.825904166,12.73236369,3.265449438,4.47905999,3.266702963,7.215589888
60,14339,14086,28425,10642,3841,8687,3925,1330,37.4,13.5,30.6,13.8,4.7,69.8,59.90627441,67.16933349,78.42038217,90.52631579,52.6,87.2,40,78.2,47.8,86.9,63.5,94.2,84.9,96.7,49.3,0,1.8,48.6,0.34,14017,498,12,13801,97,99.34,0.15,0.03,0.10,0.007,0.37,85.01001655,82.03814064,93.07667422,7.089974741,8.915375447,2.135231317,3.501437157,4.350417163,1.197023617,2.334291438,2.765196663,1.164671627,2.064280115,1.930870083,2.426399224
61,28734,26182,54916,18829,8833,16809,7847,2598,34.3,16.1,30.6,14.3,4.7,68.7,53.51522699,68.07067642,80.13253473,90.03079292,58.6,80,42.9,65.3,56.2,81.2,72.2,89.2,85.6,95.1,22,0,29.8,47.8,0.43,12075,16342,11,26253,235,99.00,0.45,0.03,0.23,0.031,0.25,74.41332984,69.92476918,89.05204461,17.56520981,21.72574946,3.996282528,3.646514874,4.445457654,1.040892193,1.70984908,1.521714351,2.323420074,2.665096397,2.382309358,3.587360595
62,19362,18170,37532,13982,4977,11440,5595,1538,37.3,13.3,30.5,14.9,4.1,84.5,70.58468957,85.41083916,91.34941912,97.07412224,77.4,92.2,65,76.9,76.6,95.1,85.2,97.9,95.4,99,67.4,0,0.8,31.7,0.20,25278,286,13,11881,74,98.96,0.16,0.02,0.06,0.008,0.79,94.98983998,94.23997216,97.01527615,2.222504445,2.705994953,0.916568743,1.238252477,1.479161229,0.587544066,1.016002032,1.174628034,0.587544066,0.533401067,0.400243627,0.89306698
63,19170,16663,35833,12630,5224,11350,5081,1548,35.2,14.6,31.7,14.2,4.3,70.2,60.93032159,69.77973568,76.46132651,84.68992248,61.7,80.6,52.6,70.6,58.6,82.5,70.5,84.8,82.1,87.9,18.2,0.5,24.3,56.4,0.70,6508,8698,170,20207,250,97.62,0.69,0.09,1.04,0.134,0.42,71.8909825,67.98305085,86.96078431,14.09825034,16.72033898,3.986928105,4.152086137,4.805084746,1.633986928,2.617765814,2.43220339,3.333333333,7.240915209,8.059322034,4.08496732
64,16406,14993,31399,11521,4577,9385,4702,1214,36.7,14.6,29.9,15,3.9,74.6,63.42582478,75.10921684,81.02934921,87.72652389,65,85.3,52.4,75.4,63.9,87.3,73.6,89.8,84.5,92.2,24.2,0.7,30.1,44,1.03,7604,9436,220,13815,324,97.32,0.79,0.15,1.22,0.003,0.52,84.50758749,82.42048572,91.18699187,8.470114587,10.23269993,2.829268293,3.081449365,3.607356976,1.398373984,1.966553112,2.113606341,1.495934959,1.974295448,1.625851031,3.089430894
65,12375,13307,25682,9035,3334,7905,3934,1474,35.2,13,30.8,15.3,5.7,59.4,41.69166167,56.52118912,71.55566853,82.15739484,28.2,86.7,10.6,68.1,22.7,87.4,40.4,96.4,64.7,99.1,99.6,0,0.3,0,0.00,25588,81,2,10,1,99.91,0.04,0.01,0.04,0.000,0.01,96.87250111,95.69430984,98.98313492,1.403820524,2.049010107,0.248015873,0.693025322,1.024505053,0.099206349,0.915148823,1.149107019,0.496031746,0.11550422,0.083067977,0.173611111
66,24504,22822,47326,17577,6759,14031,6667,2292,37.1,14.3,29.6,14.1,4.8,79.2,69.30019234,78.11987741,86.03569822,94.67713787,68.8,90.4,60.8,78.8,65.3,91.9,76.4,96.4,92.5,97,46.5,0.5,0.5,52.2,0.28,22025,253,227,24688,133,98.78,0.07,0.03,0.51,0.030,0.58,91.02398762,89.64759222,95.17398509,3.559453185,4.314075702,1.284175642,2.754707248,3.324860892,1.035625518,1.624967759,1.882255959,0.849212925,1.036884189,0.831215223,1.657000829
67,20154,21278,41432,9551,5237,12754,9224,4666,23.1,12.6,30.8,22.3,11.3,29.6,15.39049074,18.50399875,36.84952298,61.83026147,22.2,36.6,13.8,17,14.1,22.7,24.7,47.3,50.2,72.4,71.6,2.7,24.4,0,1.21,29686,10109,1128,6,503,39.43,2.74,5.74,16.74,0.002,35.35,86.33853309,83.38602037,92.89839238,7.678519523,10.24236038,1.982206961,2.863094661,3.421145065,1.623224598,2.199399283,2.374429224,1.810519744,0.920453444,0.57604496,1.685656313
68,22139,23551,45690,10531,6037,14021,9598,5503,23,13.2,30.7,21,12,14.9,8.746065927,9.293203053,15.72202542,34.47210612,12,17.6,9,8.5,8,10.5,11,19.7,27.4,41.2,12.7,0.2,86.3,0,0.83,5789,39420,96,8,377,29.68,0.31,23.81,44.45,0.000,1.74,68.50939697,65.4015544,77.28020472,19.04739133,22.7007772,8.736976787,5.523408732,6.288860104,3.363187717,2.936253646,2.869170984,3.125571194,3.983549328,2.739637306,7.494059587
69,20611,22045,42656,10434,5932,13368,8310,4612,24.5,13.9,31.3,19.5,10.8,12.9,7.973701955,8.445541592,13.87484958,30.61578491,9.8,15.8,7.7,8.3,7.1,9.7,9.2,17.8,21.9,38.3,29.3,12.4,56.7,0,1.62,12478,24197,5279,10,692,33.73,6.45,4.26,54.59,0.000,0.96,69.96000593,64.6019598,81.90369898,19.35515726,25.17702596,6.37755102,4.493161507,5.14984622,3.029336735,3.841406211,3.862384665,3.794642857,2.350269096,1.208783349,4.894770408
70,29508,30659,60167,14276,8157,18806,12327,6601,23.7,13.6,31.3,20.5,11,16.5,9.292632095,11.39529937,19.00705768,35.19163763,12.2,20.5,7.8,10.8,7.6,15,14.5,23.1,26.8,43.1,12.9,28.8,56.1,0,2.27,7763,33727,17308,3,1366,17.69,2.39,68.60,11.14,0.000,0.19,77.29515943,75.13573783,82.90318519,12.41468622,15.58076401,4.192370641,4.203563053,4.697498546,2.920810777,3.216548248,3.233469071,3.172604809,2.870043051,1.352530541,6.811028579
71,10174,10698,20872,3694,2337,6467,5368,3006,17.7,11.2,31,25.7,14.4,19.4,8.344030809,10.49945879,20.34277198,45.34264804,15,23.5,7,9.7,9.1,11.9,14,25.7,37.1,52.8,13.2,7.7,78,0,1.01,2757,16287,1608,10,210,45.51,1.08,31.03,21.79,0.010,0.58,81.77363452,77.04692208,92.49853487,11.55133262,15.62634524,2.305137722,2.868411617,3.633232889,1.133033796,2.760846181,3.099440379,1.992576675,1.045775069,0.594059406,2.070716937
72,16921,17612,34533,8127,4405,10629,7507,3865,23.5,12.8,30.8,21.7,11.2,32.1,19.20544835,23.76517076,36.41934195,61.00905563,24.2,39.4,17.7,20.8,19.6,27.8,24.7,46.7,45.1,74.9,81.3,1.2,16.6,0,0.92,28091,5721,399,3,319,60.31,2.75,2.32,12.44,0.000,22.18,87.66627014,83.72522674,94.79198299,7.872823618,10.84984884,2.49013058,2.081756245,2.771246221,0.835104768,1.773548178,2.065838092,1.24506529,0.605601817,0.587840107,0.637716368
73,4760,4897,9657,1749,1568,2918,2064,1358,18.1,16.2,30.2,21.4,14.1,13.5,3.954081633,11.72035641,15.35852713,25.69955817,9.4,17.4,1.9,6.5,9.6,14,11.3,18.6,18,30.9,41.9,2.5,53.6,0.4,1.55,4047,5176,242,42,150,30.82,13.58,4.19,45.66,0.238,5.52,30.05464481,29.77789964,30.6626506,23.47842472,26.21332602,17.46987952,8.479366874,9.514669591,6.204819277,15.09327304,17.68576913,9.397590361,22.89429056,16.80833562,36.26506024
74,8330,9529,31974,6647,3748,9963,7448,4168,20.8,11.7,31.2,23.3,13,19.5,12.59338314,11.58285657,22.09989259,39.82725528,16.1,22.7,13,12.2,10,13.2,16.8,26.8,32.6,47.2,26.8,12.9,58.9,0,1.34,8557,18848,4137,5,427,38.28,0.82,23.45,35.03,0.000,2.42,74.95736408,70.03498251,85.53932101,16.6791732,21.46926537,6.38160722,3.260795416,3.83808096,2.019767942,3.103895218,3.228385807,2.836269875,1.998772085,1.429285357,3.223033949
75,33038,30947,63985,11706,8880,26897,11871,4631,18.3,13.9,42,18.6,7.2,10.2,5.045045045,7.666282485,12.08828237,29.97192831,7.4,13.2,3.9,6.3,6.9,8.7,7.3,16.5,20.3,37,38.8,10.8,42.7,0.8,6.89,24829,27352,6881,516,4407,50.37,7.10,27.12,14.25,0.328,0.83,94.65053335,92.65690896,98.22222222,2.937430345,4.279335153,0.533333333,1.082630154,1.637310841,0.088888889,1.018946028,1.203175391,0.688888889,0.310460118,0.22326966,0.466666667
76,15739,16230,31969,7430,4805,10147,6407,3180,23.2,15,31.7,20,9.9,15.7,7.596253902,8.869616635,19.74402997,41.85534591,11.3,20,6.9,8.3,6.4,11.2,13,25.9,29.9,53.6,13.7,0.4,81.1,0,4.75,4387,25938,112,15,1517,14.61,0.35,81.09,1.29,0.016,2.64,96.39783232,94.74346635,99.04164695,2.290632542,3.45006293,0.437766209,0.537365089,0.844006811,0.047326077,0.678537274,0.836603243,0.42593469,0.09563277,0.125860665,0.047326077
77,15702,16632,32334,6147,5082,10831,6940,3334,19,15.7,33.5,21.5,10.3,22,9.858323495,14.99399871,28.37175793,49.67006599,17.4,26.2,8.3,11.5,11.8,18,21.6,34.1,45,53.4,43.3,1.4,51,0.3,3.99,14011,16489,456,89,1289,69.75,1.15,18.10,10.52,0.049,0.44,83.12816463,80.88389808,88.55373869,8.993357179,11.51825584,2.889347515,2.606029637,2.902547938,1.88918876,2.829005435,3.04701865,2.301952691,2.443443118,1.648279485,4.365772345
78,7371,6468,13839,2860,2072,5066,2636,1205,20.7,15,36.6,19,8.7,14.7,6.274131274,10.30398737,19.1198786,37.7593361,11.2,18.9,5,7.8,8.9,12.3,14.1,24.4,29.1,44.9,44.8,1.6,45.9,0.4,7.21,6202,6359,222,58,998,75.36,4.57,6.83,12.67,0.029,0.55,73.9616847,68.33189469,85.79854809,14.74846446,19.86404834,3.992740472,2.456858731,3.096676737,1.111615245,6.515062884,7.423392318,4.605263158,2.317929219,1.283987915,4.491833031
79,2852,2735,5587,1136,1003,1740,1085,623,20.3,18,31.1,19.4,11.2,13.1,4.08773679,9.770114943,16.86635945,30.65810594,9,17.4,1.8,7.8,7.9,11.7,12.6,20.5,23,36.3,57.5,1.1,41.2,0,0.23,3210,2304,60,0,13,91.01,2.26,3.26,3.42,0.000,0.05,92.70537634,89.56557044,98.1822474,4.051612903,6.090133983,0.495750708,1.402150538,2.057111923,0.259678942,1.522580645,1.975910137,0.731822474,0.31827957,0.311273515,0.330500472
80,9214,9894,19108,5370,2857,5532,3419,1930,28.1,15,29,17.9,10.1,13.6,4.270213511,6.79681851,16.02807839,42.59067358,9.9,16.9,3.1,5.5,3.7,9.4,2.3,20.3,34.9,49.9,10.8,0.1,87.8,0,1.27,2071,16782,11,2,242,11.16,0.26,87.38,0.61,0.000,0.59,87.67063544,83.32759452,95.17126546,5.599895329,8.09172922,1.296384396,2.372541323,3.374423249,0.64224548,2.926425051,3.980442118,1.106089439,1.430502857,1.225810895,1.784015224
81,13922,14478,28400,6759,4499,8983,5531,2628,23.8,15.8,31.6,19.5,9.3,25.9,17.04823294,19.64822442,30.60929308,52.32115677,19.3,32.2,14.5,19.6,15.7,23.6,20,40.1,40.4,62.4,57.7,0.7,39,0.3,2.18,16395,11090,209,86,620,57.10,1.94,18.78,20.43,0.222,1.52,93.07750188,90.21514884,98.12792512,4.29834462,6.32183908,0.728029121,1.260346125,1.827291482,0.2600104,1.072234763,1.326259947,0.624024961,0.291572611,0.309460654,0.2600104
82,15868,16963,32831,7012,5095,11463,6521,2740,21.4,15.5,34.9,19.9,8.3,17.5,9.185475957,12.6057751,21.23907376,44.8540146,11.2,23.3,5.5,12.8,8.2,16.8,12.1,29.1,35.2,52.1,40.7,3.5,50.8,0.2,4.87,13349,16672,1133,79,1598,41.75,3.94,27.99,24.87,0.140,1.32,92.07729469,89.11917098,97.46331237,4.897807507,7.058146229,0.964360587,1.285767373,1.876799079,0.209643606,1.367521368,1.658031088,0.838574423,0.371609067,0.287852619,0.524109015
83,14406,15005,29411,5708,4591,9384,6396,3332,19.4,15.6,31.9,21.7,11.3,14.7,6.403833587,10.27280477,17.88617886,32.59303721,9.9,19.3,4.9,8.3,7.9,12.6,10.4,24.1,24.3,38.8,45.8,1.5,50.7,0.2,1.85,13480,14907,431,49,544,45.65,1.94,9.48,40.55,0.095,2.30,92.70537634,89.56557044,98.1822474,4.051612903,6.090133983,0.495750708,1.402150538,2.057111923,0.259678942,1.522580645,1.975910137,0.731822474,0.31827957,0.311273515,0.330500472
84,13166,13942,27108,9000,3233,8781,4263,1831,33.2,11.9,32.4,15.7,6.8,60.9,42.74667491,57.1802756,72.97677692,83.12397597,32.5,86.6,19.9,65.2,25.7,87.7,45,94.9,66.2,96.1,99.5,0,0.4,0,0.00,26985,116,2,5,0,99.44,0.14,0.10,0.11,0.004,0.21,85.55120678,82.34033433,91.94827376,0.970319635,0.116343151,2.671709162,2.719341161,3.269854877,1.622544833,2.026255708,2.253383136,1.573746493,1.06409002,0.502112547,2.183725753
85,21678,23497,45175,13925,5921,14400,7834,3095,30.8,13.1,31.9,17.3,6.9,50.7,38.11856105,52.79861111,70.4748532,85.29886914,26.3,85,12.1,62,18.8,84.9,38.1,95.9,66.7,98.3,99.9,0,0.1,0,0.00,45140,34,0,1,0,99.94,0.03,0.00,0.02,0.000,0.01,78.37747793,74.58224872,85.78688525,11.566439,15.84515912,3.213114754,3.092897995,3.896212948,1.524590164,2.648675662,2.645058359,2.655737705,4.314509412,3.03132085,6.819672131
86,14660,15179,29839,7725,4149,9183,5860,2922,25.9,13.9,30.8,19.6,9.8,17.5,7.592190889,11.65196559,21.56996587,41.99178645,13.5,21.4,6.9,8.3,9.2,14,15.2,27.4,33.6,49.8,43.5,14.1,39.1,0.1,3.15,12985,11674,4212,29,939,66.13,14.51,7.61,10.59,0.000,1.15,53.08983152,46.9352014,67.68833502,26.55323966,31.32957826,15.22398114,3.97216488,5.130875183,1.223756596,9.785576347,12.33492687,3.738632536,3.362855431,4.26941828,1.212529471
87,13498,13414,26912,7035,3947,8771,5018,2141,26.1,14.7,32.6,18.6,8,15.5,6.20724601,11.98267016,18.05500199,41.00887436,11.8,19.2,6.5,6,8.9,15.3,13.9,22,29.4,52.4,72.3,1.9,25.1,0.2,0.46,19461,6768,517,41,125,84.33,1.22,11.05,3.01,0.004,0.40,63.97262442,60.39328963,72.82847719,21.33080149,26.16931452,9.359538208,5.858849593,6.815909343,3.490929082,3.963921196,3.766248195,4.452996152,4.873803307,2.855238307,9.868059373
88,22549,23289,45838,12327,6064,13757,9020,4670,26.9,13.2,30,19.7,10.2,25,15.51781003,20.76034019,29.20177384,41.73447537,17.1,32.6,12.2,19,12.3,28.8,20,38.2,33,49.7,45.9,0.1,53.6,0,0.42,21023,24563,57,1,194,45.64,0.87,20.39,31.14,0.000,1.97,92.26515518,89.28415539,97.41655667,4.437685768,6.427324313,0.999434282,1.527614571,2.335224793,0.132000754,1.285684662,1.538629419,0.848576278,0.483859819,0.414666085,0.60343202
89,22547,24003,46550,13392,6141,14900,8420,3697,28.8,13.2,32,18.1,7.9,54,32.53541768,49.12080537,65.53444181,82.90505816,25.3,79.8,13.7,50.5,18.7,79.8,31.6,91.4,64,96.7,99.2,0,0.7,0,0.04,46179,313,22,18,18,99.13,0.11,0.17,0.21,0.009,0.37,88.63831757,84.44350759,95.7038878,6.004893856,8.537099494,1.739747914,2.975993651,4.44772344,0.497070833,1.646716487,2.107925801,0.869873957,0.734078434,0.463743676,1.189419492
90,11446,12278,23724,8121,3148,7104,3946,1405,34.2,13.3,29.9,16.6,5.9,58.5,42.21728081,54.71565315,69.69082615,82.70462633,28.9,84.9,13.2,68.2,23.9,84,39.5,94.7,64.1,97.1,99.8,0,0.2,0,0.00,23679,43,1,1,0,99.84,0.04,0.04,0.00,0.000,0.08,94.48313163,92.16257007,98.3862194,3.333107971,4.980595084,0.562103354,1.007369346,1.444588185,0.271985494,0.953282401,1.196636481,0.543970988,0.223108647,0.215610177,0.235720762
91,15743,16996,30272,10647,3580,9563,4875,1607,35.2,11.8,31.6,16.1,5.3,58.2,40.89385475,55.44285266,68.43076923,82.70068451,29,84.8,16.9,65.5,25.9,84.5,36.1,93.7,62.4,95.9,99.8,0,0.2,0,0.01,30203,67,0,0,2,98.04,0.06,0.04,0.01,0.000,1.85,83.54318254,82.58697429,85.7381151,8.908573236,10.20074485,5.942452043,2.75862069,3.088382233,2.001668057,3.093957608,3.179217004,2.89824854,1.695665929,0.944681624,3.419516264
92,11865,12532,24397,7837,2851,7853,4255,1601,32.1,11.7,32.2,17.4,6.6,55.2,31.28726763,51.22882975,67.80258519,83.94753279,25.4,82.2,13.5,49,19.1,83.4,34.2,94.1,64.5,97.2,99.4,0,0.5,0.1,0.00,24252,118,3,23,1,98.82,0.12,0.13,0.16,0.004,0.77,56.08949247,80.03274394,8.631879543,9.915556716,12.77668631,4.244548287,3.042569862,3.804846103,1.531671859,2.498476539,2.632612967,2.232606438,2.402716114,0.753110675,5.672377985
93,23468,24358,47826,11752,6644,14556,9898,4976,24.6,13.9,30.4,20.7,10.4,21.3,16.782059,15.30640286,22.89351384,41.92122186,15.8,26.6,15.1,18.5,11,19.5,15.4,29.6,31.8,51.3,61.6,29.2,6.9,0,2.35,29450,3283,13959,12,1122,53.37,20.70,11.35,3.67,0.000,10.90,80.68425281,76.50054385,89.45676965,1.841189073,1.542568971,2.467343977,3.588644885,4.167902699,2.374041053,2.56092662,2.70443983,2.260004147,1.924879486,1.20142391,3.441841178
94,17525,18075,35600,9144,4694,11294,7025,3443,25.7,13.2,31.7,19.7,9.7,24.7,14.57179378,16.15902249,29.63701068,56.25907639,19.2,29.8,14,15.1,12.6,19.6,21.5,36.8,45.2,66.1,62.1,9,27,0.1,1.88,22090,9597,3211,34,668,49.53,2.44,13.68,20.78,0.022,13.55,16.73615247,16.32902412,17.78092445,30.65316657,31.72000631,27.91544452,18.27334865,19.1786221,15.95023769,22.26665532,25.78432918,13.23960757,12.07067699,6.988018288,25.11378578
95,30830,29809,60639,15370,8369,21294,11029,4577,25.3,13.8,35.1,18.2,7.5,41.9,18.74775959,36.95876773,55.28153051,74.80882674,20.4,64.1,6.5,33.4,15.2,62.1,30.8,76.5,56.8,87.6,96,0.1,2.8,0.9,0.22,58206,1674,56,571,132,96.82,1.03,0.29,0.40,0.200,1.27,72.3150062,69.20270351,79.27988221,18.73501447,22.6030265,10.07897203,3.505580819,3.965548179,2.476241467,3.112856552,3.0264968,3.306116986,2.331541959,1.202225013,4.858787311
96,25855,27624,53479,12272,7918,16839,10625,5825,22.9,14.8,31.5,19.9,10.9,10.9,6.693609497,8.082427698,11.79294118,23.12446352,8.2,13.4,5.9,7.5,6.7,9.4,8.2,14.7,16.1,29.2,12.9,41.3,25.6,0,20.16,6910,13698,22077,11,10783,15.78,18.28,14.13,51.62,0.000,0.20,93.34333959,90.73170732,97.80487805,3.587242026,5.389649018,0.508130081,1.163227017,1.784651993,0.101626016,1.193245779,1.415823914,0.81300813,0.712945591,0.678167757,0.772357724
97,13762,14705,28467,7782,3350,8922,5721,2692,27.3,11.8,31.3,20.1,9.5,54.6,27.6119403,48.3860121,67.64551652,81.31500743,24.7,81.3,9.7,44.4,16,80.7,33.8,94.1,59.7,97.7,99.4,0,0.5,0,0.02,28303,150,7,2,5,99.67,0.04,0.04,0.06,0.000,0.20,88.0572372,84.13533835,95.04401072,6.535498074,9.570354458,1.128970532,2.180792515,3.114930183,0.516647532,2.105118327,2.416756176,1.549942595,1.12135388,0.762620838,1.760428626
98,15021,16238,31259,9569,3826,9749,5718,2397,30.6,12.2,31.2,18.3,7.7,50.9,26.24150549,46.17909529,63.08149703,80.85106383,19.1,79,8.2,43.8,12.1,79.4,25,91.7,58.6,97,99.5,0,0.5,0,0.02,31090,145,8,9,7,99.42,0.24,0.05,0.05,0.006,0.24,92.34046721,89.35217358,97.52276379,4.392967334,6.200293414,1.258703803,1.679808022,2.455408849,0.33476165,1.32229786,1.698710524,0.669523299,0.264459572,0.293413636,0.214247456
99,13853,15388,29241,7935,3340,9715,5484,2767,27.1,11.4,33.2,18.8,9.5,58.8,39.34131737,53.07256819,68.76367615,82.68883267,30.1,83.4,15.1,62.3,24.4,80.7,37.2,91.8,61.3,97.5,99.9,0,0.1,0,0.00,29206,30,4,1,0,93.34,0.11,0.02,0.02,0.000,6.51,84.76690466,80.56060701,93.29772352,10.64678706,14.71123095,2.403662724,1.927761445,2.458142597,0.852092077,1.780764385,1.887502352,1.56428844,0.877782444,0.382517088,1.882233244
100,16124,16535,32659,8491,4551,10043,6364,3210,26,13.9,30.8,19.5,9.8,22.8,11.82157768,14.45783133,27.30986801,55.60747664,16,29.4,10.2,13.4,10,18.8,16.6,37,41.8,69.5,48,1.9,48.6,0,1.43,15689,15864,635,5,466,47.63,1.46,46.85,3.26,0.000,0.80,78.04095419,72.93718818,87.95180723,12.55647034,16.65600614,4.595702397,3.614101752,5.014711526,0.894298845,2.503694321,3.031853652,1.478077257,3.284779396,2.360240501,5.080114272
101,22608,23771,46379,12018,7259,13976,8774,4352,25.9,15.7,30.1,18.9,9.4,26.9,14.78165037,18.04522038,34.46546615,60.01838235,17.7,35.4,12.6,16.8,11.5,24.2,18.7,49.1,44.6,74.4,71,0.2,27.7,0,1.09,32936,12841,92,5,505,70.42,1.04,26.21,1.81,0.000,0.52,94.39396749,92.09486166,98.50155012,3.504542926,5.186541984,0.499483293,0.704617096,1.012243324,0.155012056,1.192904382,1.532825605,0.585601102,0.203968107,0.173527427,0.258353427
